Hello! Welcome to the world of TQS Quality Control! Minimum height for a real peak: 1000. Minimum area for a real peak: 1000. RT flexibility: 0.4. Ion ratio (IR) flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N ratio: 4. Processed on: 2020-02-04 14:44:47. 
"Replicate.Name","Precursor.Ion.Name","Precursor.Mz","Product.Mz","Area","IR.Flag","Retention.Time","Background","RT.min","RT.max","RT.Reference","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag","all.Flags"
"180212_Smp_L2C2DCMplus10m_A","Hydroxybutyryl CoA",852.1043,158.902,518,NA,5.83,10,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_A","Malonyl CoA",852.1053,808.0725,5091,NA,2.94,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_A","Methyl Malonyl CoA",866.1109,822.1345,1744,NA,3.85,78,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,NA,NA,"blank.Flag, height.min.Flag, "
"180212_Smp_L2C2DCMplus10m_A","Propionyl CoA",822.277,408.113,5136,NA,7.13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_A","Succinyl CoA",866.1105,158.9068,72,NA,3.5,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_B","13C Acetyl CoA",810.2043,408.0569,13108452,NA,5.43,202419,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCMplus10m_B","Acetoacetyl CoA",850.3228,766.3569,733,NA,5.24,1,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_B","Acetyl CoA",808.149,408.0672,83852,NA,5.43,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_B","Crotonyl CoA",834.277,408.067,22,NA,8.22,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_B","Hydroxybutyryl CoA",852.1043,158.902,1008,NA,5.83,0,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C2DCMplus10m_B","Malonyl CoA",852.1053,808.0725,5653,NA,2.93,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_B","Methyl Malonyl CoA",866.1109,822.1345,6428,NA,3.85,0,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus10m_B","Propionyl CoA",822.277,408.113,6419,NA,7.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_B","Succinyl CoA",866.1105,158.9068,6,NA,3.47,6,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C2DCMplus10m_C","13C Acetyl CoA",810.2043,408.0569,11284071,NA,5.44,59460,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCMplus10m_C","Acetoacetyl CoA",850.3228,766.3569,374,NA,5.11,30,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_C","Acetyl CoA",808.149,408.0672,71909,NA,5.44,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_C","Crotonyl CoA",834.277,408.067,73,NA,8.24,1,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus10m_C","Hydroxybutyryl CoA",852.1043,158.902,1474,NA,5.84,34,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C2DCMplus10m_C","Malonyl CoA",852.1053,808.0725,4155,NA,2.95,121,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus10m_C","Methyl Malonyl CoA",866.1109,822.1345,7304,NA,3.85,60,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus10m_C","Propionyl CoA",822.277,408.113,3641,NA,7.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus10m_C","Succinyl CoA",866.1105,158.9068,3,NA,3.51,9,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C2DCMplus20m_A","13C Acetyl CoA",810.2043,408.0569,11068937,NA,5.42,39802,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCMplus20m_A","Acetoacetyl CoA",850.3228,766.3569,37,NA,5.21,12,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag","SN.Flag","blank.Flag, height.min.Flag, area.min.Flag, SN.Flag"
"180212_Smp_L2C2DCMplus20m_A","Acetyl CoA",808.149,408.0672,49903,NA,5.42,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus20m_A","Crotonyl CoA",834.277,408.067,40,NA,8.24,5,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_A","Hydroxybutyryl CoA",852.1043,158.902,586,NA,5.83,39,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_A","Malonyl CoA",852.1053,808.0725,3182,NA,2.94,60,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus20m_A","Methyl Malonyl CoA",866.1109,822.1345,1567,NA,3.86,71,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,NA,NA,"blank.Flag, height.min.Flag, "
"180212_Smp_L2C2DCMplus20m_A","Propionyl CoA",822.277,408.113,3144,NA,7.14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus20m_A","Succinyl CoA",866.1105,158.9068,35,NA,3.45,2,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_B","13C Acetyl CoA",810.2043,408.0569,10275331,NA,5.43,125763,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCMplus20m_B","Acetoacetyl CoA",850.3228,766.3569,331,NA,5.23,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_B","Acetyl CoA",808.149,408.0672,55222,NA,5.44,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus20m_B","Crotonyl CoA",834.277,408.067,19,NA,8.2,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_B","Hydroxybutyryl CoA",852.1043,158.902,1130,NA,5.84,37,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C2DCMplus20m_B","Malonyl CoA",852.1053,808.0725,3889,NA,2.96,495,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus20m_B","Methyl Malonyl CoA",866.1109,822.1345,5899,NA,3.86,0,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus20m_B","Propionyl CoA",822.277,408.113,5056,NA,7.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus20m_B","Succinyl CoA",866.1105,158.9068,1046,NA,3.88,14,NA,NA,NA,NA,NA,"height.min.Flag",NA,NA,NA,"height.min.Flag, "
"180212_Smp_L2C2DCMplus20m_C","13C Acetyl CoA",810.2043,408.0569,11212636,NA,5.44,48068,NA,NA,NA,NA,"IS.blank.Flag",NA,NA,NA,NA,"IS.blank.Flag, "
"180212_Smp_L2C2DCMplus20m_C","Acetoacetyl CoA",850.3228,766.3569,548,NA,5.19,5,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_C","Acetyl CoA",808.149,408.0672,50365,NA,5.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus20m_C","Crotonyl CoA",834.277,408.067,3,NA,8.24,0,NA,NA,NA,NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA,"blank.Flag, height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_C","Hydroxybutyryl CoA",852.1043,158.902,673,NA,5.83,2,NA,NA,NA,NA,NA,"height.min.Flag",NA,"area.min.Flag",NA,"height.min.Flag, area.min.Flag, "
"180212_Smp_L2C2DCMplus20m_C","Malonyl CoA",852.1053,808.0725,3893,NA,2.94,273,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus20m_C","Methyl Malonyl CoA",866.1109,822.1345,6087,NA,3.85,75,NA,NA,NA,NA,"blank.Flag",NA,NA,NA,NA,"blank.Flag, "
"180212_Smp_L2C2DCMplus20m_C","Propionyl CoA",822.277,408.113,3707,NA,7.15,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Smp_L2C2DCMplus20m_C","Succinyl CoA",866.1105,158.9068,1487,NA,3.86,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"180212_Std_4uMhilicMix4_1","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_1","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Std_4uMhilicMix4_2","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","13C Acetyl CoA",810.2043,408.0569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Acetoacetyl CoA",850.3228,766.3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Acetyl CoA",808.149,408.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Crotonyl CoA",834.277,408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Hydroxybutyryl CoA",852.1043,158.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Malonyl CoA",852.1053,808.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Methyl Malonyl CoA",866.1109,822.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Propionyl CoA",822.277,408.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_1","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_2","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_MQBlk_3","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_1","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_2","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180212_Blk_SWBlk_3","Succinyl CoA",866.1105,158.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
